Reporting unit,Reporting unit type,State,Peer group,Year,Triage category,Number of presentations,,Percentage of patients seen on time
Dorrigo Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Urgent,472,,91%
Dorrigo Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Urgent,444,,98%
Dorrigo Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Urgent,460,,95%
Dorrigo Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Urgent,377,,95%
Dorrigo Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Urgent,405,,99%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2011–12,Emergency,"2,101",,81%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2012–13,Emergency,"2,350",,82%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2013–14,Emergency,"2,782",,88%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2014–15,Emergency,"3,029",,90%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2015–16,Emergency,"3,330",,89%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2016–17,Emergency,"3,825",,93%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2017–18,Emergency,"4,041",,93%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2018–19,Emergency,"3,733",,90%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2019–20,Emergency,"3,251",,85%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2020–21,Emergency,"3,309",,73%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2021–22,Emergency,"3,034",,79%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2022–23,Emergency,"3,267",,65%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2023–24,Emergency,"3,810",,67%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2011–12,Non-Urgent,"2,167",,NP†
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2012–13,Non-Urgent,"2,231",,94%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2013–14,Non-Urgent,"2,392",,96%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2014–15,Non-Urgent,"2,241",,95%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2015–16,Non-Urgent,"1,867",,92%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2016–17,Non-Urgent,"2,960",,91%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2017–18,Non-Urgent,"2,689",,95%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2018–19,Non-Urgent,"3,557",,92%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2019–20,Non-Urgent,"5,926",,94%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2020–21,Non-Urgent,"18,685",,97%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2021–22,Non-Urgent,"8,880",,96%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2022–23,Non-Urgent,"5,783",,90%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2023–24,Non-Urgent,"5,210",,87%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2011–12,Resuscitation,108,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2012–13,Resuscitation,127,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2013–14,Resuscitation,138,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2014–15,Resuscitation,134,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2015–16,Resuscitation,134,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2016–17,Resuscitation,146,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2017–18,Resuscitation,103,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2018–19,Resuscitation,106,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2019–20,Resuscitation,78,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2020–21,Resuscitation,104,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2021–22,Resuscitation,93,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2022–23,Resuscitation,90,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2023–24,Resuscitation,160,,100%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2011–12,Semi-Urgent,"10,880",,70%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2012–13,Semi-Urgent,"11,522",,79%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2013–14,Semi-Urgent,"11,379",,85%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2014–15,Semi-Urgent,"11,669",,82%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2015–16,Semi-Urgent,"12,137",,77%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2016–17,Semi-Urgent,"12,432",,77%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2017–18,Semi-Urgent,"13,692",,83%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2018–19,Semi-Urgent,"14,305",,75%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2019–20,Semi-Urgent,"14,550",,77%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2020–21,Semi-Urgent,"17,206",,78%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2021–22,Semi-Urgent,"15,533",,82%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2022–23,Semi-Urgent,"15,970",,77%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2023–24,Semi-Urgent,"15,264",,73%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2011–12,Urgent,"10,783",,60%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2012–13,Urgent,"9,811",,71%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2013–14,Urgent,"9,374",,79%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2014–15,Urgent,"10,143",,79%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2015–16,Urgent,"10,859",,74%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2016–17,Urgent,"11,465",,74%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2017–18,Urgent,"11,162",,78%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2018–19,Urgent,"10,433",,74%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2019–20,Urgent,"10,377",,71%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2020–21,Urgent,"10,265",,65%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2021–22,Urgent,"9,646",,76%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2022–23,Urgent,"10,550",,68%
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2023–24,Urgent,"11,992",,65%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Emergency,65,,66%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Emergency,72,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Emergency,57,,95%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Emergency,74,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Emergency,84,,78%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Emergency,74,,81%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Emergency,83,,58%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Emergency,108,,69%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Emergency,88,,78%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Emergency,110,,96%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Emergency,105,,90%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Non-Urgent,395,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Non-Urgent,315,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Non-Urgent,242,,100%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Non-Urgent,181,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Non-Urgent,75,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Non-Urgent,222,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Non-Urgent,301,,99%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Non-Urgent,382,,100%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Non-Urgent,586,,99%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Non-Urgent,227,,100%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Non-Urgent,259,,100%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Resuscitation,0,,-
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Resuscitation,0,,-
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Resuscitation,<5,,NP
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Resuscitation,<5,,NP
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Resuscitation,<5,,NP
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Resuscitation,<5,,NP
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Semi-Urgent,251,,91%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Semi-Urgent,207,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Semi-Urgent,259,,100%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Semi-Urgent,351,,97%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Semi-Urgent,395,,96%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Semi-Urgent,369,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Semi-Urgent,249,,94%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Semi-Urgent,246,,98%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Semi-Urgent,239,,98%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Semi-Urgent,341,,96%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Semi-Urgent,405,,97%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2013–14,Urgent,189,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2014–15,Urgent,170,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2015–16,Urgent,197,,98%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2016–17,Urgent,267,,NP†
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2017–18,Urgent,299,,89%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2018–19,Urgent,288,,81%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2019–20,Urgent,227,,82%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2020–21,Urgent,290,,90%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2021–22,Urgent,322,,96%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2022–23,Urgent,355,,93%
Dunedoo Multi Purpose Service,Hospital,NSW,Unpeered,2023–24,Urgent,423,,97%
Dungog Hospital,Hospital,NSW,Unpeered,2011–12,Emergency,81,,79%
Dungog Hospital,Hospital,NSW,Unpeered,2012–13,Emergency,72,,92%
Dungog Hospital,Hospital,NSW,Unpeered,2013–14,Emergency,56,,93%
Dungog Hospital,Hospital,NSW,Unpeered,2014–15,Emergency,69,,97%
Dungog Hospital,Hospital,NSW,Unpeered,2015–16,Emergency,38,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2016–17,Emergency,29,,90%
Dungog Hospital,Hospital,NSW,Unpeered,2017–18,Emergency,55,,82%
Dungog Hospital,Hospital,NSW,Unpeered,2018–19,Emergency,57,,78%
Dungog Hospital,Hospital,NSW,Unpeered,2019–20,Emergency,39,,90%
Dungog Hospital,Hospital,NSW,Unpeered,2020–21,Emergency,73,,88%
Dungog Hospital,Hospital,NSW,Unpeered,2021–22,Emergency,111,,93%
Dungog Hospital,Hospital,NSW,Unpeered,2022–23,Emergency,119,,97%
Dungog Hospital,Hospital,NSW,Unpeered,2023–24,Emergency,145,,87%
Dungog Hospital,Hospital,NSW,Unpeered,2011–12,Non-Urgent,574,,99%
Dungog Hospital,Hospital,NSW,Unpeered,2012–13,Non-Urgent,649,,99%
Dungog Hospital,Hospital,NSW,Unpeered,2013–14,Non-Urgent,643,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2014–15,Non-Urgent,640,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2015–16,Non-Urgent,509,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2016–17,Non-Urgent,471,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2017–18,Non-Urgent,422,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2018–19,Non-Urgent,454,,99%
Dungog Hospital,Hospital,NSW,Unpeered,2019–20,Non-Urgent,351,,100%
Dungog Hospital,Hospital,NSW,Unpeered,2020–21,Non-Urgent,351,,99%
Dungog Hospital,Hospital,NSW,Unpeered,2021–22,Non-Urgent,365,,98%
Dungog Hospital,Hospital,NSW,Unpeered,2022–23,Non-Urgent,388,,99%
Dungog Hospital,Hospital,NSW,Unpeered,2023–24,Non-Urgent,429,,98%
Dungog Hospital,Hospital,NSW,Unpeered,2011–12,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2012–13,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2013–14,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2014–15,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2015–16,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2016–17,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2017–18,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2018–19,Resuscitation,<5,,NP
Dungog Hospital,Hospital,NSW,Unpeered,2011–12,Semi-Urgent,"1,252",,92%
Dungog Hospital,Hospital,NSW,Unpeered,2012–13,Semi-Urgent,"1,357",,91%
Dungog Hospital,Hospital,NSW,Unpeered,2013–14,Semi-Urgent,"1,162",,96%
Dungog Hospital,Hospital,NSW,Unpeered,2014–15,Semi-Urgent,"1,069",,95%
Dungog Hospital,Hospital,NSW,Unpeered,2015–16,Semi-Urgent,"1,007",,97%
Dungog Hospital,Hospital,NSW,Unpeered,2016–17,Semi-Urgent,862,,92%
Dungog Hospital,Hospital,NSW,Unpeered,2017–18,Semi-Urgent,779,,89%
Dungog Hospital,Hospital,NSW,Unpeered,2018–19,Semi-Urgent,665,,92%
Dungog Hospital,Hospital,NSW,Unpeered,2019–20,Semi-Urgent,562,,94%
Dungog Hospital,Hospital,NSW,Unpeered,2020–21,Semi-Urgent,618,,92%
Dungog Hospital,Hospital,NSW,Unpeered,2021–22,Semi-Urgent,659,,93%
Dungog Hospital,Hospital,NSW,Unpeered,2022–23,Semi-Urgent,652,,95%
Dungog Hospital,Hospital,NSW,Unpeered,2023–24,Semi-Urgent,552,,91%
Dungog Hospital,Hospital,NSW,Unpeered,2011–12,Urgent,337,,87%
Dungog Hospital,Hospital,NSW,Unpeered,2012–13,Urgent,329,,90%
Dungog Hospital,Hospital,NSW,Unpeered,2013–14,Urgent,260,,96%
Dungog Hospital,Hospital,NSW,Unpeered,2014–15,Urgent,274,,99%
Dungog Hospital,Hospital,NSW,Unpeered,2015–16,Urgent,296,,98%
Dungog Hospital,Hospital,NSW,Unpeered,2016–17,Urgent,201,,94%
Dungog Hospital,Hospital,NSW,Unpeered,2017–18,Urgent,288,,83%
Dungog Hospital,Hospital,NSW,Unpeered,2018–19,Urgent,252,,82%
Dungog Hospital,Hospital,NSW,Unpeered,2019–20,Urgent,229,,90%
Dungog Hospital,Hospital,NSW,Unpeered,2020–21,Urgent,264,,89%
Dungog Hospital,Hospital,NSW,Unpeered,2021–22,Urgent,252,,95%
Dungog Hospital,Hospital,NSW,Unpeered,2022–23,Urgent,275,,94%
Dungog Hospital,Hospital,NSW,Unpeered,2023–24,Urgent,360,,88%
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2013–14,Emergency,6,,NP
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2014–15,Emergency,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2015–16,Emergency,<5,,NP
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2016–17,Emergency,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2013–14,Non-Urgent,21,,NP†
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2014–15,Non-Urgent,32,,NP†
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2015–16,Non-Urgent,32,,97%
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2016–17,Non-Urgent,28,,NP†
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2013–14,Resuscitation,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2014–15,Resuscitation,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2015–16,Resuscitation,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2016–17,Resuscitation,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2013–14,Semi-Urgent,9,,NP
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2014–15,Semi-Urgent,8,,NP†
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2015–16,Semi-Urgent,17,,100%
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2016–17,Semi-Urgent,<5,,NP
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2013–14,Urgent,<5,,NP
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2014–15,Urgent,0,,-
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2015–16,Urgent,<5,,NP
Eugowra Memorial Multipurpose Service,Hospital,NSW,Unpeered,2016–17,Urgent,<5,,NP
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2011–12,Emergency,"2,584",,85%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2012–13,Emergency,"2,653",,92%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2013–14,Emergency,"2,574",,92%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2014–15,Emergency,"2,882",,87%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2015–16,Emergency,"2,792",,83%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2016–17,Emergency,"3,296",,82%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2017–18,Emergency,"3,525",,83%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2018–19,Emergency,"3,858",,79%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2019–20,Emergency,"3,977",,85%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2020–21,Emergency,"3,948",,90%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2021–22,Emergency,"3,519",,90%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2022–23,Emergency,"3,632",,87%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2023–24,Emergency,"3,785",,84%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2011–12,Non-Urgent,"2,502",,89%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2012–13,Non-Urgent,"2,879",,94%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2013–14,Non-Urgent,"2,637",,96%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2014–15,Non-Urgent,"1,886",,93%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2015–16,Non-Urgent,"1,938",,93%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2016–17,Non-Urgent,"1,984",,92%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2017–18,Non-Urgent,"2,047",,91%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2018–19,Non-Urgent,"1,421",,89%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2019–20,Non-Urgent,"1,484",,95%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2020–21,Non-Urgent,"1,455",,93%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2022–23,Non-Urgent,"1,710",,89%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2023–24,Non-Urgent,"1,318",,88%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2011–12,Resuscitation,186,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2012–13,Resuscitation,111,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2013–14,Resuscitation,107,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2014–15,Resuscitation,83,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2015–16,Resuscitation,64,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2016–17,Resuscitation,84,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2017–18,Resuscitation,102,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2018–19,Resuscitation,109,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2019–20,Resuscitation,113,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2020–21,Resuscitation,51,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2021–22,Resuscitation,37,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2022–23,Resuscitation,31,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2023–24,Resuscitation,157,,100%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2011–12,Semi-Urgent,"14,428",,74%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2012–13,Semi-Urgent,"15,201",,82%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2013–14,Semi-Urgent,"16,069",,81%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2014–15,Semi-Urgent,"15,409",,77%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2015–16,Semi-Urgent,"15,713",,80%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2016–17,Semi-Urgent,"15,029",,78%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2017–18,Semi-Urgent,"14,257",,75%
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2018–19,Semi-Urgent,"15,163",,75%
